Age,MonthlyIncome,JobSatisfaction,OverTime,Attrition,BusinessTravel_Viaja_Frecuentemente,BusinessTravel_Viaja_Poco
30,2422,2,0,1,True,False
26,5472,4,0,0,False,True
22,2451,1,0,0,False,True
48,4240,3,0,0,False,True
48,10999,3,0,0,False,True
41,5003,3,0,0,False,True
39,12742,4,0,0,False,True
27,4227,4,0,0,False,True
35,3917,4,0,0,False,True
42,18303,3,0,0,False,True
50,2380,4,0,0,False,True
59,13726,4,1,0,False,True
37,4777,2,0,1,False,True
55,6385,2,1,0,True,False
41,19973,3,0,0,False,False
38,6861,4,1,0,False,True
26,4969,1,0,1,False,False
52,19845,4,0,1,False,True
44,13320,4,1,0,False,True
50,6347,3,0,0,False,False
36,2743,1,0,1,False,True
39,10880,1,1,0,True,False
33,2342,4,0,0,False,False
45,17650,4,0,0,False,True
32,4025,3,0,0,False,False
34,9725,4,0,0,False,True
59,11904,4,1,0,False,True
45,2177,2,0,0,False,True
53,7525,2,0,0,True,False
36,4834,3,0,1,False,True
26,2042,1,1,1,True,False
34,2220,3,1,0,False,True
28,1052,2,0,0,False,True
38,2821,3,0,0,True,False
50,19237,3,1,0,False,True
37,4107,2,0,0,False,True
40,8396,1,0,0,False,True
26,2007,3,0,0,True,False
46,19627,4,0,0,False,True
54,10686,3,0,0,False,True
56,2942,3,0,0,True,False
36,8858,4,0,0,False,True
55,16756,1,0,0,False,False
43,10798,4,0,0,False,True
20,2323,4,1,1,True,False
21,1416,1,0,1,False,True
46,4615,1,1,0,False,True
51,2461,3,1,1,False,True
28,8722,1,0,1,False,False
26,3955,1,0,0,False,True
30,9957,1,0,0,False,True
41,3376,3,0,0,False,True
38,8823,3,0,0,False,True
40,10322,4,0,0,False,True
27,4621,3,0,0,False,False
55,10976,2,0,0,True,False
28,3660,3,0,0,False,True
44,10482,1,0,1,False,True
33,7119,4,0,0,False,True
35,9582,1,1,1,False,True
33,4508,3,0,1,True,False
28,2207,3,0,0,False,True
34,7756,4,0,0,True,False
37,6694,4,1,0,False,True
25,3691,4,1,1,False,True
26,2377,3,0,1,False,True
33,2313,2,1,1,False,True
42,17665,1,0,0,False,True
28,2596,2,0,1,True,False
50,4728,3,1,1,True,False
33,4302,2,0,0,True,False
34,2979,4,0,0,False,False
48,16885,4,0,0,False,False
45,5593,3,0,0,False,False
52,10445,2,0,0,False,True
38,8740,3,1,0,False,True
29,2514,4,0,0,False,True
28,7655,2,0,0,False,True
46,17465,3,0,0,False,True
38,7351,2,0,0,False,True
43,10820,1,0,0,True,False
39,12169,4,0,1,True,False
40,19626,3,0,0,False,True
21,2070,2,1,0,False,True
39,6782,2,0,0,False,False
36,7779,4,0,0,False,False
31,2791,4,0,0,True,False
28,3201,2,0,0,False,True
35,4968,4,0,0,True,False
49,13120,2,0,0,False,True
34,4033,3,0,0,True,False
29,3291,2,0,0,True,False
42,4272,4,0,0,False,True
29,5056,4,1,0,False,True
38,2844,3,0,0,False,True
28,2703,3,1,0,True,False
18,1904,3,0,1,False,False
33,8224,1,1,1,False,True
41,4766,4,1,0,False,True
31,2610,3,0,1,True,False
37,5731,4,0,0,False,True
27,2539,3,0,0,False,True
34,5714,3,0,0,False,True
35,4323,3,0,0,False,True
29,7336,1,0,1,False,True
40,13499,3,0,0,True,False
42,13758,1,1,1,True,False
42,5155,1,0,0,False,True
35,2258,3,0,0,False,True
24,3597,2,0,0,False,True
28,2515,4,1,1,False,True
26,4420,4,0,0,False,True
30,6578,3,0,0,False,True
40,4422,4,1,0,True,False
35,10274,2,0,0,False,True
34,5343,1,0,0,True,False
35,2376,4,0,0,True,False
43,5346,3,0,1,False,True
32,2827,1,0,0,False,False
56,19943,1,0,0,False,True
29,3131,4,0,0,False,True
19,2552,1,0,0,False,True
45,4477,3,1,0,False,True
37,6474,4,0,0,False,True
20,3033,3,0,0,False,True
44,2936,3,1,1,False,True
53,18606,3,0,0,False,True
29,2168,4,1,0,False,True
22,2853,4,1,1,True,False
46,17048,1,0,0,False,True
44,2290,3,0,0,False,False
33,3600,3,0,0,False,True
41,2107,1,0,1,False,False
30,4115,1,0,0,False,True
40,4327,2,0,0,True,False
50,17856,1,0,0,True,False
28,3196,1,0,0,False,True
46,19081,2,0,0,False,True
35,8966,1,1,0,False,True
24,2210,2,0,1,False,True
33,4539,3,0,0,True,False
36,2741,3,0,0,False,True
30,3491,3,0,0,False,True
44,4541,4,0,0,False,True
20,2678,4,0,0,False,True
46,7379,4,0,0,False,True
42,6272,1,0,0,False,False
60,5220,4,1,0,False,True
32,2743,2,0,0,True,False
32,4998,3,1,0,True,False
36,10252,1,1,0,False,True
33,2781,4,0,0,False,True
40,6852,2,0,0,False,True
25,4950,4,0,0,False,True
30,3579,2,1,0,False,True
42,13191,1,1,0,True,False
35,10377,4,1,0,False,False
27,2235,1,1,0,False,True
54,10502,3,0,0,True,False
44,2011,4,0,0,False,True
19,1859,2,1,1,False,False
29,3760,4,0,0,False,True
54,17779,4,0,0,False,True
31,6833,1,1,0,False,True
31,6812,1,0,0,False,True
59,5171,4,0,0,False,True
43,19740,4,0,0,False,True
49,18711,3,0,0,False,True
36,3692,2,0,0,True,False
48,2559,2,0,0,False,True
27,2517,3,0,0,False,True
29,6623,4,1,0,False,True
48,18265,4,0,0,False,True
29,16124,4,0,0,False,True
34,2585,3,0,0,False,True
44,18213,2,0,0,False,True
33,8380,3,1,0,False,True
19,2994,4,1,0,False,True
23,1223,3,0,0,False,True
25,1118,4,1,1,True,False
26,2875,4,1,0,False,True
45,18824,2,1,1,False,True
55,13577,2,1,0,False,False
21,2625,3,0,1,True,False
46,18789,2,0,0,False,True
34,4538,1,1,0,False,True
51,19847,2,1,0,True,False
59,10512,4,0,0,False,True
34,4444,2,0,0,True,False
28,2154,3,1,0,True,False
44,19190,1,0,0,False,True
34,4490,2,0,0,True,False
35,3506,3,1,0,False,True
42,2372,2,1,0,False,True
43,10231,4,0,0,False,True
36,5410,2,1,0,False,True
44,7978,4,0,1,False,True
28,3867,4,1,0,True,False
51,2838,3,0,0,True,False
30,4695,3,1,0,False,False
29,3339,3,1,1,False,True
28,2080,1,0,0,False,True
25,2096,2,0,0,False,True
32,6209,4,0,0,False,True
45,18061,2,0,0,True,False
39,17123,2,1,0,False,True
58,2372,3,0,0,False,True
32,4883,3,0,1,False,True
39,3904,1,0,1,False,True
30,4627,4,0,0,False,True
36,7094,3,0,0,False,True
46,3423,1,0,0,False,True
28,6674,4,0,0,False,False
50,16880,1,1,0,False,True
40,9094,2,1,1,False,True
52,8446,2,1,1,False,True
30,11916,1,1,0,False,True
39,4534,3,0,0,False,True
31,9852,3,1,0,False,False
41,6151,2,0,0,False,False
31,2302,2,1,1,True,False
44,2362,1,0,1,False,True
42,17861,3,1,0,False,False
55,19187,3,0,0,False,True
56,19717,2,0,0,False,True
40,3544,3,0,0,False,False
34,8500,4,0,0,False,True
40,4661,4,0,0,False,True
41,4103,1,0,0,True,False
35,4249,3,1,0,True,False
51,14026,2,1,0,False,True
38,6893,1,0,0,False,True
34,6125,1,0,0,False,True
25,3669,4,0,0,False,True
58,10008,1,1,1,False,True
40,2387,2,0,0,False,True
36,4639,1,0,0,True,False
48,7898,4,0,0,False,True
27,2534,4,0,0,False,True
51,13142,2,0,0,False,True
18,1611,4,0,0,False,False
35,5363,4,0,0,False,True
27,5071,4,0,0,True,False
55,13695,3,1,1,False,True
56,13402,2,1,0,False,True
34,2029,3,0,0,False,False
40,6377,3,0,0,False,True
34,5429,3,0,0,False,True
31,2785,4,0,1,True,False
35,4614,3,1,1,True,False
38,2610,3,0,0,True,False
34,6687,4,0,0,False,True
28,4724,1,0,0,False,True
31,6179,3,1,1,False,True
39,6120,4,1,0,False,True
51,10596,2,0,0,True,False
41,5467,4,1,0,True,False
37,2996,3,1,0,False,True
33,9998,4,0,0,True,False
32,4078,2,1,0,False,True
39,10920,3,0,0,False,False
25,6232,3,0,0,False,True
52,13247,3,1,0,True,False
43,4081,3,1,0,False,True
27,5769,4,1,0,False,True
27,2394,3,1,1,False,True
26,3904,4,0,0,False,True
42,16799,1,0,0,False,True
52,2950,1,0,0,False,True
37,3629,3,0,0,False,True
35,9362,4,0,0,True,False
25,3229,4,0,0,False,True
26,3578,1,0,0,False,True
29,7988,1,0,0,False,True
49,4284,1,0,1,True,False
29,7553,4,1,1,True,False
54,17328,4,0,0,False,True
58,19701,1,1,0,False,True
55,14732,4,0,0,False,True
36,9278,2,1,0,False,True
31,1359,3,0,1,True,False
30,4779,1,0,0,False,True
31,16422,2,0,0,False,True
34,2996,1,0,0,True,False
31,1261,2,0,1,False,True
27,2099,1,0,0,False,True
36,5810,4,0,0,False,True
36,5647,1,0,0,False,True
47,3420,4,0,0,False,True
25,4400,1,0,1,False,True
37,3500,3,0,0,False,False
56,2066,1,0,0,False,True
47,17169,3,0,0,False,True
24,4162,3,1,0,False,True
32,9204,4,0,0,False,True
34,3294,2,0,0,False,True
41,2127,3,1,0,False,True
40,3975,3,0,0,False,False
31,10793,4,0,0,False,True
46,10096,4,0,1,False,True
39,3646,1,1,1,False,False
31,7446,2,0,1,True,False
45,10851,1,1,0,False,True
31,2109,2,0,0,False,True
31,3722,4,1,1,True,False
45,9380,4,1,0,False,True
48,5486,1,0,0,False,True
34,2742,3,0,1,False,True
40,13757,2,0,0,False,False
28,8463,1,0,0,False,True
44,3162,3,0,0,False,False
53,16598,2,0,0,False,True
49,6651,3,0,0,False,True
40,2345,3,0,0,False,True
44,3420,2,0,0,False,True
33,4373,1,0,0,True,False
34,4759,1,0,0,False,True
30,5301,3,0,0,False,True
42,3673,4,0,0,True,False
44,4768,3,0,0,True,False
30,1274,3,0,0,False,False
57,4900,3,0,0,False,True
49,10466,2,0,0,False,True
34,17007,1,0,0,True,False
28,2909,3,0,1,True,False
29,5765,2,0,1,True,False
34,4599,2,1,1,False,True
35,2404,3,0,0,False,True
24,3172,1,1,1,True,False
24,2033,2,0,0,False,False
44,10209,3,1,0,True,False
29,8620,3,0,0,False,True
30,2064,3,0,0,False,True
55,4035,3,1,0,False,True
33,3838,2,0,0,False,True
47,4591,3,1,0,False,True
28,2561,1,0,1,True,False
28,1563,3,0,0,False,True
28,4898,1,0,0,True,False
49,4789,1,0,0,False,True
29,3180,2,0,0,True,False
28,6549,2,0,0,False,True
33,6388,3,1,0,False,True
32,11244,4,0,0,False,True
54,16032,4,0,0,True,False
29,2362,1,0,1,False,True
44,16328,1,0,0,False,True
39,8376,2,0,0,False,True
46,16606,2,0,0,False,True
35,8606,2,0,0,False,True
23,2272,3,0,0,False,True
40,2018,1,0,1,False,True
34,7083,3,1,0,False,True
31,4084,3,0,1,True,False
50,14411,4,1,0,True,False
34,2308,3,1,0,False,True
42,4841,2,0,0,False,True
37,4285,4,0,0,False,True
29,9715,1,0,0,False,True
33,4320,2,0,0,False,True
45,2132,4,0,0,False,True
42,10124,4,1,0,True,False
40,5473,1,0,0,False,True
33,5207,3,1,0,False,True
40,16437,4,1,0,False,True
24,2296,1,0,0,False,True
40,4069,4,1,0,False,False
45,7441,2,0,0,False,True
35,2430,3,0,0,False,True
32,5878,2,0,0,False,True
36,2644,4,1,0,False,True
48,6439,3,0,0,False,True
29,2451,3,0,0,False,True
33,6392,1,0,0,False,True
30,9714,1,0,1,False,True
38,6077,3,0,0,True,False
35,2450,1,0,0,False,True
30,9250,2,0,0,False,True
35,2074,1,1,1,False,True
53,10169,4,0,1,False,True
38,4855,2,0,1,False,True
32,4087,1,0,0,False,False
48,2367,1,0,0,False,True
34,2972,4,0,0,False,True
55,19586,4,0,0,False,True
34,5484,4,0,0,False,True
26,2061,4,0,0,False,True
38,9924,2,0,0,False,True
38,4198,2,0,0,False,True
36,6815,3,0,0,False,True
29,4723,1,1,0,False,True
35,6142,3,1,0,False,True
39,8237,3,0,0,False,True
29,8853,4,0,0,True,False
50,19331,3,1,0,False,True
23,2073,3,0,0,False,True
36,5562,1,1,0,True,False
42,19613,4,0,0,False,True
35,3407,3,0,0,False,True
34,5063,3,0,0,True,False
40,4639,1,0,0,False,True
43,4876,2,0,0,False,True
35,2690,4,0,0,False,True
46,17567,1,0,0,False,True
28,2408,2,1,1,False,True
22,2814,3,1,0,False,False
50,11245,3,1,0,True,False
32,3312,4,0,0,False,True
44,19049,4,1,0,False,True
30,2141,2,0,0,False,True
45,5769,1,1,0,False,True
45,4385,1,0,0,False,False
31,5332,1,0,0,True,False
36,4663,3,1,0,False,True
34,4724,4,0,0,True,False
49,3211,1,0,0,False,True
39,5377,1,0,0,False,True
27,4066,1,0,0,False,True
35,5208,1,0,0,False,True
28,4877,1,0,0,False,True
21,3117,4,0,0,False,True
18,1569,4,1,1,True,False
47,19658,3,0,0,False,True
39,3069,3,0,0,False,True
40,10435,3,0,0,False,True
35,4148,3,0,0,False,False
37,5768,3,0,0,False,True
39,5042,3,0,0,True,False
45,5770,4,0,0,False,True
38,7756,3,1,0,False,True
35,10306,1,0,1,False,True
37,3936,2,0,0,False,True
40,7945,4,1,0,False,True
44,5743,4,1,0,True,False
48,15202,4,0,0,True,False
35,5440,4,1,1,False,True
24,3760,4,1,0,True,False
27,3517,3,0,0,False,True
27,2580,4,0,0,True,False
40,2166,1,1,1,False,True
29,5869,3,0,0,False,True
36,8008,1,0,0,False,True
25,5206,3,0,0,True,False
39,5295,2,0,0,False,True
49,16413,2,0,0,False,True
50,13269,1,0,0,False,True
20,2783,3,0,0,False,True
34,5433,2,0,0,False,True
36,2013,2,0,0,False,True
49,13966,3,1,0,False,True
36,4374,3,0,0,False,False
36,6842,1,0,0,False,True
54,17426,3,0,0,False,True
43,17603,3,0,0,False,True
35,4581,4,1,1,True,False
38,4735,4,0,0,True,False
29,4187,2,1,0,False,True
33,5505,4,0,0,False,True
32,5470,2,0,0,False,True
31,5476,4,0,0,False,True
49,2587,1,1,0,False,True
38,2440,2,0,0,True,False
47,15972,2,0,0,False,True
49,15379,3,0,0,False,True
41,7082,3,1,0,False,True
20,2728,1,0,0,False,True
33,5368,4,1,0,False,False
36,5347,3,0,0,False,True
44,3195,4,1,0,False,True
23,3989,3,1,1,False,True
38,3306,3,0,0,False,True
53,7005,4,0,0,False,True
48,2655,3,1,1,True,False
32,1393,2,0,1,False,True
26,2570,4,0,0,False,False
55,3537,2,0,0,False,True
34,3986,4,0,0,False,True
60,10883,4,0,0,False,True
33,2028,2,0,0,False,True
37,9525,4,0,0,True,False
34,2929,4,0,0,False,True
23,2275,4,1,1,False,True
44,7879,4,1,0,False,True
35,4930,4,1,0,True,False
43,7847,4,1,0,False,True
24,4401,3,0,0,False,True
41,9241,3,0,0,False,True
29,2974,3,0,0,False,True
36,4502,4,0,0,False,True
45,10748,3,0,0,False,False
24,1555,3,0,1,False,True
47,12936,3,0,1,True,False
26,2305,3,0,0,False,True
45,16704,2,0,0,False,True
32,3433,3,0,0,True,False
31,3477,3,0,0,False,True
41,6430,2,0,0,False,False
40,6516,1,1,0,False,True
24,3907,1,0,0,False,True
46,5562,2,0,0,False,True
35,6883,3,0,0,False,True
30,2862,4,0,0,False,True
47,4978,2,0,0,False,False
46,10368,4,1,0,False,True
36,6134,1,1,1,False,True
32,6735,2,0,1,False,True
23,3295,2,0,0,False,True
31,5238,4,0,0,True,False
39,6472,4,1,0,False,False
32,9610,3,0,0,False,True
40,19833,2,0,0,False,True
45,9756,3,0,0,False,True
30,4968,1,0,0,True,False
24,2145,4,0,0,True,False
30,2180,4,0,1,True,False
31,8346,3,0,0,False,True
27,3445,4,0,0,False,True
29,2760,2,0,1,False,True
29,6294,3,1,0,True,False
30,7140,1,0,0,False,True
34,2932,4,1,0,False,True
33,5147,2,0,0,False,False
49,4507,4,0,0,False,True
33,8564,1,1,1,False,True
38,2468,2,0,0,True,False
31,8161,3,0,1,False,True
29,2109,1,0,0,False,True
30,5294,3,0,0,False,True
32,2718,2,0,0,False,False
38,5811,4,1,0,False,True
43,2437,3,1,1,True,False
42,2766,2,0,0,False,True
55,19038,1,0,0,False,True
33,3055,2,0,0,False,False
41,2289,1,0,0,False,True
34,4001,3,1,0,False,False
53,12965,3,1,0,False,False
43,3539,4,0,0,False,True
34,6029,4,0,0,False,True
21,2679,2,0,1,False,True
38,3702,3,0,0,False,True
22,2398,1,1,1,False,True
31,5468,4,0,0,False,True
51,13116,3,0,0,False,True
37,4189,2,0,0,False,True
46,19328,4,1,0,False,True
36,8321,1,1,0,False,True
44,2342,2,1,1,True,False
37,4071,2,0,0,False,True
35,5813,4,1,1,False,True
33,3143,1,0,0,False,True
28,2044,4,0,0,False,True
39,13464,3,0,0,False,True
46,7991,2,0,0,False,False
40,3377,1,0,0,False,True
42,5538,1,0,0,False,True
35,5762,4,0,0,False,False
38,2592,2,0,0,False,False
34,5346,1,0,1,True,False
37,4213,1,0,1,False,True
39,4127,4,0,0,True,False
43,2438,3,0,0,False,False
41,6870,2,0,0,False,True
41,10447,3,1,0,False,True
30,9667,3,0,0,False,True
26,2148,2,1,1,False,True
46,8926,2,0,1,False,True
40,6513,4,0,0,False,True
34,6799,3,0,0,False,True
58,16291,2,0,0,False,False
35,2705,3,0,0,False,True
47,10333,2,1,0,False,True
40,4448,1,0,0,False,True
54,6854,4,0,0,False,True
31,9637,1,0,0,True,False
28,3591,1,0,0,False,True
38,5405,4,1,0,False,True
26,4684,4,0,0,False,True
58,15787,3,1,0,True,False
18,1514,3,0,0,False,False
31,2956,1,0,1,False,True
29,2335,1,1,1,False,True
45,5154,3,0,0,False,False
36,6962,2,1,0,False,True
43,5675,4,0,0,True,False
27,2379,4,1,0,True,False
29,3812,4,0,0,True,False
32,4648,4,0,0,True,False
42,2936,3,0,0,False,False
47,2105,3,0,0,False,True
46,8578,4,0,0,False,True
28,2706,4,0,0,False,False
29,6384,3,0,0,False,True
42,3968,3,0,0,False,True
32,9907,2,1,1,False,True
46,13225,1,0,0,False,True
27,3540,3,0,0,False,True
29,2804,2,0,0,False,True
43,19392,3,0,0,False,True
48,19665,2,0,0,False,True
29,2439,4,1,1,True,False
46,7314,2,0,1,False,True
27,4774,1,0,0,True,False
39,3902,4,0,0,False,True
55,2662,4,0,0,False,True
28,2856,2,0,0,False,True
30,1081,4,0,1,False,True
22,2472,2,1,1,False,True
36,5673,3,1,0,False,True
31,4197,3,0,0,False,True
34,9713,4,1,0,False,True
29,2062,1,0,0,False,True
37,4284,1,1,0,False,True
35,4788,2,1,0,False,True
45,5906,4,0,0,False,True
36,3886,4,0,0,True,False
40,16823,1,0,0,False,True
26,2933,3,1,0,False,True
27,6500,3,0,0,False,True
48,17174,4,0,0,True,False
44,5033,1,0,0,False,True
34,2307,1,1,1,False,False
56,2587,4,0,1,False,True
36,5507,2,0,0,False,True
41,4393,2,0,0,False,True
42,13348,1,0,0,False,True
31,6583,4,1,0,False,True
34,8103,4,1,0,False,True
31,3978,3,0,0,False,True
26,2544,4,0,0,True,False
45,5399,3,0,0,True,False
33,5487,3,0,0,False,True
28,6834,4,1,0,True,False
29,1091,1,0,1,True,False
39,5736,3,0,0,False,False
27,2226,2,0,0,False,True
34,5747,4,1,0,True,False
28,9854,3,1,1,False,True
47,5467,2,0,0,False,False
56,5380,1,0,0,False,True
39,5151,1,0,0,False,True
38,2133,2,1,0,True,False
58,17875,4,1,0,False,True
32,2432,3,1,1,True,False
38,4771,4,0,0,False,True
49,19161,4,0,0,True,False
42,5087,4,1,0,False,True
27,2863,2,0,1,True,False
35,5561,1,0,0,False,True
28,2144,3,0,0,False,False
31,3065,1,1,0,False,False
36,2810,2,0,0,False,False
34,9888,4,0,0,False,True
34,8628,3,0,0,False,True
26,2867,1,0,0,False,True
29,5373,1,0,0,False,True
32,6667,4,0,0,False,False
31,5003,1,0,0,True,False
28,2367,4,0,1,False,True
38,2858,1,0,0,False,True
35,5204,4,1,0,False,True
27,4105,4,0,0,False,True
32,9679,4,0,0,False,True
31,5617,4,1,1,True,False
53,10448,1,1,1,False,True
54,2897,3,0,0,False,True
33,5968,3,0,0,True,False
43,7510,3,0,0,False,True
38,2991,2,1,0,True,False
55,19636,2,1,0,False,True
31,1129,4,1,0,False,True
39,13341,1,0,0,False,True
42,4332,3,0,0,False,False
31,11031,3,0,0,False,False
54,4440,1,1,0,False,True
24,4617,3,0,0,False,True
23,2647,4,0,0,False,True
40,6323,3,0,0,True,False
40,5677,2,0,0,False,True
25,2187,2,0,0,False,True
30,3748,2,0,0,False,True
25,3977,3,1,0,False,True
47,8633,3,0,0,False,True
33,2008,3,0,0,False,False
38,4440,2,0,0,False,True
31,3067,3,0,0,False,True
38,5321,3,0,0,True,False
42,5410,1,1,0,False,True
41,2782,4,0,0,False,True
47,11957,2,0,0,False,False
35,2660,3,1,0,False,True
22,3375,3,0,0,False,True
35,5098,3,0,0,False,True
33,4878,4,1,0,False,True
32,2837,2,0,0,False,True
40,2406,4,0,0,False,True
32,2269,2,0,0,False,True
39,4108,4,0,0,False,True
38,13206,3,0,0,False,True
32,10422,4,0,0,False,True
37,13744,4,1,0,False,True
25,4907,3,1,0,False,True
52,3482,4,0,0,False,False
44,2436,4,1,0,False,True
21,2380,1,1,0,False,True
39,19431,4,0,0,False,False
23,1790,1,0,1,True,False
36,7644,4,0,0,False,True
36,5131,2,0,0,True,False
56,6306,3,0,0,False,False
29,4787,4,1,1,False,True
42,18880,3,0,0,False,True
56,2339,3,0,1,False,True
41,13570,2,0,0,False,True
34,6712,3,0,0,False,True
36,5406,4,0,0,False,False
41,8938,2,0,0,False,True
32,2439,1,0,0,False,True
35,8837,4,1,0,False,True
38,5343,4,0,0,False,True
50,6728,3,0,1,True,False
36,6652,4,0,0,False,True
45,4850,3,0,0,False,True
40,2809,3,0,0,False,True
35,5689,3,1,0,True,False
40,2001,3,0,0,False,True
35,2977,4,0,0,False,True
29,4025,2,1,0,False,True
29,3785,1,0,0,False,True
50,10854,1,1,1,False,True
39,12031,4,0,0,False,True
31,9936,1,0,0,False,False
26,2966,3,0,0,False,True
36,2571,4,0,0,True,False
39,9991,1,0,0,False,True
27,6142,2,1,0,False,True
49,5390,2,0,0,True,False
34,4404,3,0,0,False,True
